0, 2
0.0628319, 1.62418
0.125664, 1.52662
0.188496, 1.49987
0.251327, 1.48913
0.314159, 1.48285
0.376991, 1.47607
0.439823, 1.46966
0.502655, 1.4652
0.565487, 1.45991
0.628319, 1.45441
0.69115, 1.44838
0.753982, 1.44319
0.816814, 1.43843
0.879646, 1.43123
0.942478, 1.42627
1.00531, 1.42229
1.06814, 1.41745
1.13097, 1.41174
1.19381, 1.40879
1.25664, 1.40221
1.31947, 1.39763
1.3823, 1.39202
1.44513, 1.38747
1.50796, 1.384
1.5708, 1.37862
1.63363, 1.37441
1.69646, 1.36939
1.75929, 1.3652
1.82212, 1.36194
1.88496, 1.35696
1.94779, 1.35288
2.01062, 1.34775
2.07345, 1.34249
2.13628, 1.33936
2.19911, 1.33675
2.26195, 1.33363
2.32478, 1.33017
2.38761, 1.32732
2.45044, 1.322
2.51327, 1.31854
2.57611, 1.31341
2.63894, 1.31101
2.70177, 1.30791
2.7646, 1.30363
2.82743, 1.30065
2.89027, 1.2955
2.9531, 1.29117
3.01593, 1.28777
3.07876, 1.28498
3.14159, 1.28196
3.20442, 1.2806
3.26726, 1.27723
3.33009, 1.27229
3.39292, 1.2692
3.45575, 1.26731
3.51858, 1.26275
3.58142, 1.25919
3.64425, 1.25793
3.70708, 1.25496
3.76991, 1.25088
3.83274, 1.24744
3.89557, 1.24453
3.95841, 1.24102
4.02124, 1.2401
4.08407, 1.23742
4.1469, 1.23324
4.20973, 1.23123
4.27257, 1.22858
4.3354, 1.2263
4.39823, 1.22325
4.46106, 1.22131
4.52389, 1.2182
4.58673, 1.2142
4.64956, 1.21275
4.71239, 1.21118
4.77522, 1.20656
4.83805, 1.20422
4.90088, 1.20219
4.96372, 1.19863
5.02655, 1.19647
5.08938, 1.19617
5.15221, 1.19123
5.21504, 1.19006
5.27788, 1.18855
5.34071, 1.18768
5.40354, 1.18462
5.46637, 1.18182
5.5292, 1.17965
5.59203, 1.17795
5.65487, 1.17507
5.7177, 1.1714
5.78053, 1.1703
5.84336, 1.1691
5.90619, 1.16703
5.96903, 1.1661
6.03186, 1.16438
6.09469, 1.16242
6.15752, 1.15931
6.22035, 1.15712
6.28319, 1.15601
6.34602, 1.15352
6.40885, 1.15171
6.47168, 1.15014
6.53451, 1.14709
6.59734, 1.14696
6.66018, 1.14509
6.72301, 1.14368
6.78584, 1.14236
6.84867, 1.14065
6.9115, 1.13822
6.97434, 1.13541
7.03717, 1.1353
7.1, 1.13307
7.16283, 1.13375
7.22566, 1.13079
7.28849, 1.12865
7.35133, 1.12815
7.41416, 1.12568
7.47699, 1.12394
7.53982, 1.12226
7.60265, 1.11992
7.66549, 1.11952
7.72832, 1.11814
7.79115, 1.1162
7.85398, 1.11639
7.91681, 1.11361
7.97965, 1.1123
8.04248, 1.11189
8.10531, 1.1103
8.16814, 1.10917
8.23097, 1.10722
8.2938, 1.10696
8.35664, 1.10553
8.41947, 1.10411
8.4823, 1.10396
8.54513, 1.10228
8.60796, 1.10043
8.6708, 1.09864
8.73363, 1.09842
8.79646, 1.09809
8.85929, 1.0961
8.92212, 1.09487
8.98495, 1.09482
9.04779, 1.09265
9.11062, 1.09117
9.17345, 1.09056
9.23628, 1.08762
9.29911, 1.08796
9.36195, 1.08732
9.42478, 1.08661
9.48761, 1.08545
9.55044, 1.08509
9.61327, 1.08477
9.67611, 1.0835
9.73894, 1.08102
9.80177, 1.08103
9.8646, 1.0803
9.92743, 1.0768
9.99026, 1.07746
10.0531, 1.07556
10.1159, 1.07616
10.1788, 1.07482
10.2416, 1.07296
10.3044, 1.07409
10.3673, 1.07239
10.4301, 1.07175
10.4929, 1.07114
10.5558, 1.06945
10.6186, 1.06883
10.6814, 1.06782
10.7442, 1.06816
10.8071, 1.06795
10.8699, 1.06673
10.9327, 1.0654
10.9956, 1.06371
11.0584, 1.06305
11.1212, 1.06268
11.1841, 1.0609
11.2469, 1.06128
11.3097, 1.0599
11.3726, 1.05901
11.4354, 1.05913
11.4982, 1.05837
11.5611, 1.05734
11.6239, 1.05719
11.6867, 1.0579
11.7496, 1.05567
11.8124, 1.05492
11.8752, 1.05535
11.9381, 1.05393
12.0009, 1.05301
12.0637, 1.05253
12.1265, 1.05111
12.1894, 1.0506
12.2522, 1.05049
12.315, 1.04962
12.3779, 1.04705
12.4407, 1.04796
12.5035, 1.0475
12.5664, 1.04793
12.6292, 1.0472
12.692, 1.04702
12.7549, 1.04625
12.8177, 1.04521
12.8805, 1.04459
12.9434, 1.0429
13.0062, 1.04311
13.069, 1.04429
13.1319, 1.04309
13.1947, 1.04335
13.2575, 1.04234
13.3204, 1.04161
13.3832, 1.04006
13.446, 1.03949
13.5088, 1.03969
13.5717, 1.0402
13.6345, 1.03916
13.6973, 1.03822
13.7602, 1.03751
13.823, 1.03751
13.8858, 1.03678
13.9487, 1.03796
14.0115, 1.03684
14.0743, 1.03652
14.1372, 1.03518
14.2, 1.03569
14.2628, 1.03588
14.3257, 1.0352
14.3885, 1.03526
14.4513, 1.0348
14.5142, 1.03432
14.577, 1.03442
14.6398, 1.03336
14.7027, 1.03151
14.7655, 1.03132
14.8283, 1.03172
14.8911, 1.03034
14.954, 1.02984
15.0168, 1.03021
15.0796, 1.03052
15.1425, 1.02951
15.2053, 1.02855
15.2681, 1.02811
15.331, 1.02816
15.3938, 1.02893
15.4566, 1.02778
15.5195, 1.02631
15.5823, 1.02638
15.6451, 1.02759
15.708, 1.02713
15.7708, 1.02573
15.8336, 1.0259
15.8965, 1.02681
15.9593, 1.02564
16.0221, 1.02434
16.085, 1.02437
16.1478, 1.02453
16.2106, 1.02466
16.2734, 1.02296
16.3363, 1.02295
16.3991, 1.02225
16.4619, 1.02366
16.5248, 1.02332
16.5876, 1.02216
16.6504, 1.02312
16.7133, 1.02257
16.7761, 1.02141
16.8389, 1.02029
16.9018, 1.02101
16.9646, 1.02093
17.0274, 1.02063
17.0903, 1.02018
17.1531, 1.02062
17.2159, 1.01934
17.2788, 1.01832
17.3416, 1.01867
17.4044, 1.01908
17.4673, 1.0179
17.5301, 1.0191
17.5929, 1.01917
17.6558, 1.0187
17.7186, 1.01836
17.7814, 1.01813
17.8442, 1.01771
17.9071, 1.01865
17.9699, 1.01674
18.0327, 1.01759
18.0956, 1.01748
18.1584, 1.01694
18.2212, 1.0169
18.2841, 1.01699
18.3469, 1.01676
18.4097, 1.01679
18.4726, 1.01632
18.5354, 1.01599
18.5982, 1.01536
18.6611, 1.01558
18.7239, 1.01535
18.7867, 1.0149
18.8496, 1.01588
18.9124, 1.01433
18.9752, 1.015
19.0381, 1.01455
